Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
2486,"Bookkeeping, Accounting, and Auditing Clerks","Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,4,5,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,4,4,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
2495,"Bookkeeping, Accounting, and Auditing Clerks","Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,3,4,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,2,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,
2493,"Bookkeeping, Accounting, and Auditing Clerks",Code documents according to company procedures.,f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,1,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,3,4,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
2497,"Bookkeeping, Accounting, and Auditing Clerks","Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,3,4,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,4,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
2496,"Bookkeeping, Accounting, and Auditing Clerks",Reconcile or note and report discrepancies found in records.,f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,4,5,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,5,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
2494,"Bookkeeping, Accounting, and Auditing Clerks",Access computerized financial information to answer general questions as well as those related to specific accounts.,f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Average,1,2,3,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,2,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2490,"Bookkeeping, Accounting, and Auditing Clerks","Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Average,1,2,2,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,
2489,"Bookkeeping, Accounting, and Auditing Clerks","Debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Average,1,1,1,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,2,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,
2509,"Bookkeeping, Accounting, and Auditing Clerks","Match order forms with invoices, and record the necessary information.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Average,1,2,2,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
957,Marketing Managers,Compile lists describing product or service offerings.,c6721f3d-04a2-4624-a221-2d9fe576705b,2025/1/23,Novice,4,1,2,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
951,Marketing Managers,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",5fd9c794-c97e-4f43-b747-22bd6cf37498,2025/1/23,Average,4,3,1,5,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,4,3,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
6896,Commercial and Industrial Designers,"Prepare sketches of ideas, detailed drawings, illustrations, artwork, or blueprints, using drafting instruments, paints and brushes, or computer-aided design equipment.",95b0376c-5fae-4b05-8877-a06399979b51,2025/1/23,Novice,1,3,4,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,5,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
6898,Commercial and Industrial Designers,"Modify and refine designs, using working models, to conform with customer specifications, production limitations, or changes in design trends.",95b0376c-5fae-4b05-8877-a06399979b51,2025/1/23,Average,1,2,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,3,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
6902,Commercial and Industrial Designers,"Evaluate feasibility of design ideas, based on factors such as appearance, safety, function, serviceability, budget, production costs/methods, and market characteristics.",95b0376c-5fae-4b05-8877-a06399979b51,2025/1/23,Expert,2,2,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
6901,Commercial and Industrial Designers,Present designs and reports to customers or design committees for approval and discuss need for modification.,95b0376c-5fae-4b05-8877-a06399979b51,2025/1/23,Novice,1,2,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,4,4,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,a6afe946-8c94-4aaf-95b3-5491db630053,2025/1/23,Expert,1,3,4,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14642,Software Quality Assurance Analysts and Testers,"Identify, analyze, and document problems with program function, output, online screen, or content.",b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Expert,5,4,5,3,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,2,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,
14638,Software Quality Assurance Analysts and Testers,"Design test plans, scenarios, scripts, or procedures.",b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Expert,4,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,1,3,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,
14652,Software Quality Assurance Analysts and Testers,"Install, maintain, or use software testing programs.",b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Expert,5,4,5,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,2,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
14643,Software Quality Assurance Analysts and Testers,Monitor bug resolution efforts and track successes.,b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Average,5,3,3,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,3,3,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
14655,Software Quality Assurance Analysts and Testers,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Average,5,2,2,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Expert,3,1,3,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
15595,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Expert,2,3,4,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Expert,3,4,4,2,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,3,3,4,3,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Expert,3,3,3,4,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Expert,5,1,2,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,5,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Novice,1,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Average,3,1,2,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Expert,4,1,3,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,1,4,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Average,2,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11302,Loan Interviewers and Clerks,File and maintain loan records.,1159d91f-3a8c-4cfa-816a-08bcae882509,2025/2/25,Expert,3,5,5,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
11301,Loan Interviewers and Clerks,"Contact credit bureaus, employers, and other sources to check applicants' credit and personal references.",1159d91f-3a8c-4cfa-816a-08bcae882509,2025/2/25,Expert,2,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,1,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
11298,Loan Interviewers and Clerks,Present loan and repayment schedules to customers.,1159d91f-3a8c-4cfa-816a-08bcae882509,2025/2/25,Expert,2,2,3,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,4,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
1717,Library Technicians,Design posters and special displays to promote use of library facilities or specific reading programs at libraries.,188e05df-0b61-4936-b589-4f59a5052949,2025/2/25,Expert,1,1,2,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,3,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
1698,Library Technicians,Process interlibrary loans for patrons.,188e05df-0b61-4936-b589-4f59a5052949,2025/2/25,Expert,1,1,2,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,2,4,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,
1707,Library Technicians,Send out notices about lost or overdue books.,188e05df-0b61-4936-b589-4f59a5052949,2025/2/25,Expert,5,1,1,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,081284e9-a7c3-4526-8b29-6fac21e7dc74,2025/2/25,Expert,3,2,5,4,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,4,4,4,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",081284e9-a7c3-4526-8b29-6fac21e7dc74,2025/2/25,Average,2,1,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,5,4,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,
20280,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing.",a444d70c-a7d7-451c-a902-62cc7e2577ad,2025/2/25,Average,2,3,4,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2800,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,a444d70c-a7d7-451c-a902-62cc7e2577ad,2025/2/25,Average,3,2,3,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
1285,Computer User Support Specialists,Oversee the daily performance of computer systems.,150f350e-279a-4cb9-8742-f67b5aa703ae,2025/2/25,Expert,2,2,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,3,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1287,Computer User Support Specialists,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",150f350e-279a-4cb9-8742-f67b5aa703ae,2025/2/25,Expert,4,2,3,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,2,4,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",382dac7a-5a14-46b6-9a7b-e81193023e27,2025/2/25,Expert,3,1,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
15608,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",382dac7a-5a14-46b6-9a7b-e81193023e27,2025/2/25,Expert,1,3,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,5,5,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
15609,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",382dac7a-5a14-46b6-9a7b-e81193023e27,2025/2/25,Expert,1,4,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,5,5,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,
1782,Editors,"Develop story or content ideas, considering reader or audience appeal.",ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,2025/2/25,Average,1,2,4,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,5,5,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
1783,Editors,"Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,2025/2/25,Average,1,1,2,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,4,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
1777,Editors,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",da9e28e8-9181-4393-abdb-5a331451ff98,2025/2/26,Expert,1,4,5,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,Editors,"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",da9e28e8-9181-4393-abdb-5a331451ff98,2025/2/26,Average,1,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1776,Editors,"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",da9e28e8-9181-4393-abdb-5a331451ff98,2025/2/26,Expert,1,4,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,Editors,Review and approve proofs submitted by composing room prior to publication production.,da9e28e8-9181-4393-abdb-5a331451ff98,2025/2/26,Average,1,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18859,Human Resources Specialists,Hire employees and process hiring-related paperwork.,d63b714d-a9e3-4056-a698-f987f7e4e8a0,2025/2/26,Expert,4,1,4,1,5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",a6afe946-8c94-4aaf-95b3-5491db630053,2025/1/23,Expert,3,2,3,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
14641,Software Quality Assurance Analysts and Testers,"Document software defects, using a bug tracking system, and report defects to software developers.",b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Average,4,2,2,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,3,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
14653,Software Quality Assurance Analysts and Testers,Provide feedback and recommendations to developers on software usability and functionality.,b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Expert,4,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,2,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Average,4,3,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,3,2,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
14654,Software Quality Assurance Analysts and Testers,Monitor program performance to ensure efficient and problem-free operations.,b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Average,5,1,2,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
14658,Software Quality Assurance Analysts and Testers,"Identify program deviance from standards, and suggest modifications to ensure compliance.",b64ed918-a8ae-4a8c-b3a0-725f48f81e74,2025/1/23,Expert,4,3,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,2,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
7319,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",ca315320-1a89-4e2d-9205-fb1f7d6a8c3d,2025/1/23,Average,4,1,4,5,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,4,4,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,
7318,Financial Examiners,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management.",ca315320-1a89-4e2d-9205-fb1f7d6a8c3d,2025/1/23,Average,3,1,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,3,2,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",a8219cce-3d26-4543-b828-5c717a848091,2025/1/23,Average,3,2,5,1,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",a8219cce-3d26-4543-b828-5c717a848091,2025/1/23,Average,5,1,2,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,a8219cce-3d26-4543-b828-5c717a848091,2025/1/23,Average,5,1,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
7277,Management Analysts,Analyze data gathered and develop solutions or alternative methods of proceeding.,f28ac425-4e6c-4380-9c10-a6e3f2eae851,2025/1/23,Average,1,5,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,1,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
7282,Management Analysts,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",f28ac425-4e6c-4380-9c10-a6e3f2eae851,2025/1/23,Novice,1,5,4,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7285,Management Analysts,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",f28ac425-4e6c-4380-9c10-a6e3f2eae851,2025/1/23,Average,1,5,5,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",580579c7-8e9c-44a1-a005-735033582a54,2025/2/4,Expert,4,4,4,3,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4,4,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,580579c7-8e9c-44a1-a005-735033582a54,2025/2/4,Average,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,580579c7-8e9c-44a1-a005-735033582a54,2025/2/4,Average,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21511,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,1,3,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Expert,1,4,4,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
21515,Accountants and Auditors,Prepare adjusting journal entries.,9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,1,4,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Expert,1,4,4,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21519,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,2,4,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,2,4,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,1,3,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",062872dd-fd71-4d4e-bd0d-589a516b92fd,2025/2/4,Expert,1,3,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
