User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Work Description,Work Tasks,Work Tools,Work Processes,AI Envision,Recruitment Source
0efce7e2-4d7c-491e-b6f6-23c6ff7e3573,Customer Service Representatives,Male,White,30-60K,41,High School,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,53821,Democrat,I use them regularly.,"No, I have not used them for any work-related activities.",,,,,,,,,,I am a customer service supervisor for a catalog company. I handle Customer service needs for a variety of products and items ,"In addition to customer service, I also take payments, do emails, and take orders.","I primarily use Microsoft teams, pega, and sometimes a program called bluezone. We also use gotomeeting to help
Agents with tech issues ","When I punch in, I log into teams, which is also where I get incoming calls. I also get emails from customers through my interaction desktop and I will reply to those when possible. If I can’t handle the customer service using pega then sometimes I will have to use bluezone instead ",,Prolific
b7bc576e-9232-432f-a7e2-8dbfe96069f5,Customer Service Representatives,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Monthly,Monthly,Never,Never,Monthly,Never,Monthly,"I work with customers to help troubleshoot and support the software my company writes.  I work with them over chat, email, or over phone or screen sharing session.   I help fix issues in addition to answering questions on general product use.",I answer tickets from my customers as my primary duty.  I coordinate with colleagues on issues.    I answer phones and chats when scheduled.   ,"I use Salesforce for ticketing.  I use Microsoft office for email and excel, word.   I use intercom for chat.   I use RingCentral for calls.  I use teams for screenshares and internal collaboration.","I will type out messages and send in teams, email, and salesforce.    I will click a button to answer calls in RingCentral.  I will answer chats and type responses in Intercom.   ",,Prolific
b963aca8-b530-4332-a99a-99f07f30ef49,Customer Service Representatives,Female,Black,86K-165K,64,Associate Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,19131,Independent,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,"I connect patients on long term injectable medications to resources that will assist them on their medical journey, such as insurance assistance to navigate health insurance issues, connecting them with grants to cover medication when they loss insurance, resources to guide them on their journey when they first start medication.
","Typical calls involves passing patient off to the team that can assist them with there concern such as an insurance specialist  The insurance specialist will go over their health insurance and explain how their plan works with their medication and or found resources to help them stay on their medication.

",We work through Sales Force software to document calls and Five9 software for phone calls ,"Patient calls in, I interview them to see what their needs  are record the interview into Sales Force, then transfer to correct team or I can process their concern such as needing a medical container to dispose of sharps",,Prolific
50cb1d2f-60bc-48cb-a880-9e29684a5c32,Software Quality Assurance Analysts and Testers,Female,White,0-30K,29,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Weekly,Daily,"In my day to day work, I usually write and review code, collaborate with my team on projects, and solve problems to help build and improve software that people use.","Most of my time I spend writing and debugging code, followed by collaborating with my team in meetings or code review. The rest is planning features, testing, and also helping in documentation or monitoring.","I use VS Code for writing, editing, and debugging my code. I also use Git and GitHub for collaborating with my team.","Okay, I spend most of the time writing and debugging code by tackling problems piece by piece. Taking things through with my team and stand-up and contributes, and planning out features by making sure we are all on the same page before I dive in.","I see AI as a helpful teammate. someone I can bounce ideas off, get quick suggestions from. So, I can spend less time building and more efficient.",Prolific
6f654cff-577e-475f-acff-682038a9e3da,Compliance Officers,Female,Asian American and Pacific Islander,209K-529K,44,Master’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Monthly,Never,Never,Never,Never,"I'm a compliance officer and an attorney in a company that invests in startups and venture capital funds. So, I review transaction documents. Since my parent company is a bank, we are subject to (or try to comply with) banking regulations, so I run compliance programs. ","Review investment documents, fill in compliance sections that our HQ wants us to report, and run compliance programs.","perplexity, gemini, chatgpt","When I try to find legal things, I ask questions about the code or regulations that I'm looking for. I look for sources and read them to see if their answers are correct.","As an assistant who is doing research for me. However, I review every answer because we cannot rely on its accuracy it. ",WoM
56848aaf-aa58-4c50-8f71-f62ffa4c57b9,"Title Examiners, Abstractors, and Searchers",Female,White,30-60K,27,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,38570,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,"So, for my work and the way that I operate is that local attorneys will get requests for title searches from banks. Then the attorneys that I work for will then call me and tell me in the morning, I need a title search for a property at this address. And assuming that I have time, I'll say, great, and I'll take it. I typically offer a two week window from when I get the request to when it's finished, but there are a lot of days where I finish it the day that I get the request, but I like to give myself a buffer. Then once I'm working on a title search, I use the online database to pull up the current deed and then I start back tracing the deeds and I go back 25 years. I make a note of anything that's changed or different through the deeds, then I write up a summary and type a report and print off the most recent deed and then deliver a copy to the attorneys.","So, once I've accepted a research request, I'll go into the online database and pull up the current deed to the property, and then I'll look back and find the last or previous conveyance and pull that up. Then I'll go through and compare any restrictions, signatures, date, discrepancies, and if that's all clear, then I'll move on and find the previous conveyance from that until I've gone back 25 years for that property. Once I get that done, I will type up a summary with my findings and print off the most recent deed and deliver it to the attorneys who will then review it, give their sign-off for it, and then take it and deliver it to the bank.",The only real software I use is the Tennessee Register of Deeds page because they have all of the deed books scanned in. So I can just look them all up online. And then the other software I use is going to be Microsoft Word which is where I'll type up my findings.,"The task I spend the most time on is looking at previous conveyance. So that is pulling up the current deed, finding the previous conveyance, record book date and page. Then pulling up the record books, the warranty deed books. Going to the page and finding the previous one. That's probably the task I do the most. The second task is going to be to type up a summary with my findings of any discrepancies or red flags between those two. And that is just listing out what I've looked at and then making a notation in the margin of what looks off and why I think it's off. And the third task that I do is just going to be assembling my packets and delivering them to my clients.",I could see myself using AI to write up my summaries of my findings but as far as the other parts of my job I don't think they are replaceable by any AI function because I'm pulling deeds that are handwritten things are not scanned by text they're just scanned by photo so there's no way for AI to search through that and also there's a certain element of human error that AI just simply can't catch as well as a human,Prolific
56ef8be5-e12e-4c6b-9cfa-f9fb6ed6c5aa,Mathematicians,Male,Asian American and Pacific Islander,30-60K,24,Master’s Degree,1-2 year,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,92092,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,I'm a PhD student at UCSD studying combinatorics,I do research on random graphs. Some of it has to do with algorithms to find structures in random graphs,I'm not very familiar with many tools. I mostly use Overleaf and that's pretty much it,I think about a question for a long time and meet with my advisor about once a week,Honestly I'm kind of skeptical about AI just in general but I guess it could be nice in doing literature reviews,WoM
aadd6029-49eb-4da0-8b1b-2afc14cb3879,Mathematicians,Female,Asian American and Pacific Islander,86K-165K,25,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Never,Never,Monthly,Never,Never,Never,Monthly,Never,Never,I work on designing method for theory proving. We try to use llm to interact with formal verification tool to prove well-defined problems.,I spend time finding conjectures that worth time working on. I also spend a lot of time on writing code and documentation. I usually directly document thoughts in code comment.,I use Lean and Clover. I sometimes also use language models to create visualization or find counterexamples.,"For example, you cannot programming as a logical problem and you basically the pure is problem we can have is pure mathematics, and then on the next purest is program generation, and then the next purist is maybe like ging our natural languages and maybe the next one is generation of images that for example, art art image, they would they would draw out and say, well, this this character has this pose and the faces here, and then they would drop the details like the the official features and then finally the texture and the AI we have the future, just prompt once that gives you a picture.","I think AI would be useful in assisting me to find examples or heuristics, like finding a graph that satisfies a complex set of constraints. But I don’t think they can help come up with conjecture. This makes sense. If you generate a conjecture, you had to make sure that conjectures interesting. And there are some objective measures of interestingness, but that would require some posing new new address your theory, but that is not harder. know what we could do it. Also, the generalization problem is an issue. These models fail on latest IMO problems, showing that they are very likely memorizing data.",WoM
fd3c0505-19c5-40ec-945b-01011b7e114a,"Bookkeeping, Accounting, and Auditing Clerks",Female,White,86K-165K,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Daily,Daily,Daily,Daily,Daily,Never,Never,Weekly,"As a staff accountant, my work has involved handling accounts receivable, accounts payable transactions, payroll, and reconciling the different bank and asset accounts within the software, reporting to stakeholders and owners the information that they need to make well-informed decisions and plan future endeavors.","My time is spent primarily in categorizing the transactions that come through the bank feeds for the different bank savings, checking, credit card, PayPal, any of those types of accounts for payables and receivables, and then reconciling them so that the financial  reports can be generated later that month. I also will process payroll and different local, state, and federal filings as needed.","My primary source for software is the Intuit suite of subscription accounts for QuickBooks Online and anything that integrates with that. I have in the past used Peachtree accounting software and I've used Drake software for processing tax returns, but primarily it would be the Intuit and anything that would as an app add-on be able to work well with it.  DonorPerfect for nonprofit and bill.com or different payroll options such as Paychex or iSolved Payroll. Of course, QuickBooks has its own payroll as well, but that would be primarily where most of my time has been spent.","For the transactions that enter through the bank feeds, into the software that need to be accepted or approved, that would be primarily where I spend most of my time. And I can see them in the bank feed, I'll accept them with the appropriate chart of accounts expense or income account associated with it, or an asset account, if that would be applicable. But that would be primarily where my time is spent inside the software. Then next would be the reconciling of those accounts. And then after that, it would be the reporting from those accounts to reports that I would use for the local, state, and federal filings that are needed, or the reports for owners and stakeholders.","The way that I see AI working currently even in the daily workflow is within the software. Intuit is, through its many updates, making things like bank rules, where you can tag different types of transactions based upon the bank memo, the vendor name, the customer name, the amount, range, or frequency, and then you can assign a suggested particular account within the chart of accounts, whether that's income or expense. And that makes the accepting and approval of those transactions so that after reconciliation they can then contribute information to the reports that are generated and used by management for decision making or myself for filing of the different local, state, and federal forms.",Upwork
acb3ade2-18db-408d-8f40-958bed0a759e,Advertising and Promotions Managers,Female,White,86K-165K,28,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,#NAME?,,,"We envision AI streamlining various aspects of our workflow. Personally I see AI aiding in market research by analyzing vast datasets to identify trends and consumer preferences, automating campaign optimization through real-time performance analysis, and personalizing advertising content for targeted audiences. AI-powered tools could also assist in generating creative content, predicting campaign outcomes, and automating repetitive tasks, freeing US to focus on strategic planning and creative innovation.",WoM
cb954882-2c6b-4fb6-87e0-c4e6263154cd,Petroleum Engineers,Male,Asian American and Pacific Islander,30-60K,34,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,15232,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Monthly,Weekly,Weekly,Daily,Weekly,Monthly,Weekly,Never,Monthly,"As a petroleum engineer, I specialized in optimizing oil and gas production through strategic well planning, performance analysis, and project management. I led initiatives to reduce downtime, improve field efficiency, and evaluate investment feasibility, managing budgets. My work combined technical, operational, and economic analysis to support energy production and sustainability goals.",#NAME?,"- Microsoft Excel: My primary tool for technical and economic analysis, including production trend evaluations, variance analyses, cost tracking, and financial modeling (e.g., DCF, NPV, IRR). Also used for generating graphs and data visualizations.

- Microsoft Word: Used extensively for documenting procedures, technical reports, feasibility studies, and project proposals. I created and standardized operating procedures for well operations and artificial lift systems.

- Microsoft PowerPoint: Created weekly, monthly, and annual performance reports for internal reviews and executive presentations. Also used to communicate field strategies, optimization plans, and budget performance.

- PipeSim (Schlumberger) and Similar Tools: Specialized well performance and production optimization software. I used it to model multiphase flow, evaluate artificial lift performance, and simulate field scenarios for better decision-making.

- Outlook: for regular email communication and calendar.","Example for production optimization procedure.
1. Identifying the Problematic Well
The process often begins by reviewing automated production data or receiving reports from offshore field personnel. I look for wells showing abnormal declines, erratic flow, or complete shutdowns.

2. Analyzing the Problem & Formulating Solutions
Using PipeSim, I simulate well performance under different artificial lift and flow scenarios to diagnose the issue, whether it’s equipment failure, reservoir pressure drop, or flow assurance problems. I support this with Excel to visualize trends and estimate impact.

3. Designing the Procedure
Once the root cause is understood, I use Word to draft a clear technical procedure outlining both the primary solution and a backup plan, ensuring safety and feasibility in offshore execution.

4. Economic Evaluation
Using Excel, I estimate the potential economic benefit of applying the solution, whether through incremental production gains, cost savings, or avoiding prolonged downtime. I also assess the cost of inaction to justify urgency.

5. Proposing the Solution
Depending on the scale and budget:
Minor fixes are proposed via email with supporting attachments.
More complex or higher-budget procedures are submitted through a web-based internal system for formal review and approval.

6. Communication & Reporting
If needed, I prepare a PowerPoint presentation to brief senior engineers or stakeholders, summarizing the issue, analysis, proposed solutions, and expected outcomes.

7. Execution & Monitoring
Once approved, I send the finalized procedure to the offshore team via email and remain on-call via phone or email to provide real-time technical support during execution.","I see AI as a valuable support tool in well performance monitoring and troubleshooting. AI could enhance current alarm systems by identifying complex production anomalies using historical data patterns. It can also assist in initial root cause analysis and solution suggestions, especially for recurring issues like choke adjustments. However, I believe experienced engineers should oversee, validate, and refine AI-generated insights, particularly for high-impact decisions involving significant cost or operational risk. In this hybrid model, AI boosts efficiency while engineers maintain oversight and accountability.",WoM
7e47bda4-2cb1-46d7-874e-7b7faed5facf,Reservation and Transportation Ticket Agents and Travel Clerks,Female,Black,60-86K,26,"Some College, No Degree",1-2 year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Primarily my work is to help people make and confirm travel arrangements for various modes of transport and sometimes lodging. ,"1 Make and confirm reservations. 
2 Sell transportation tickets.
3 Provide fare and schedule information.
4 Answer customer inquiries about travel.
5 Assist with baggage handling.
6 Issue tickets and travel documents.
7 Process payments.
8 Handle booking changes and cancellations.
9 Resolve customer issues and complaints.",#NAME?,"Making & Confirming Reservations

-Get Request
- Open booking system.
-Check Availability
-Present Choices
-Input passenger info.
-Verify Info
-Calculate total cost.
-Get payment details.
Process Payment
-Secure Booking: Finalize the reservation.
Generate Confirmation
End Call: Finish the interaction.",I  envision AI assisting with routine tasks like answering frequently asked questions through  chatbots and providing real time information on delays or changes. ,WoM
b19df847-1096-4014-9e18-422682758655,Statisticians,Male,Asian American and Pacific Islander,30-60K,29,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Weekly,Daily,,"Data analysis, prove mathematical theory, and write research papers",,,I use AI to assist my coding and polish my research papers,WoM
b2efd415-bcf4-4465-8ff5-34e2dd167f01,Information Technology Project Managers,Male,Black,0-30K,32,Bachelor’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,,"I am the IT manager at my organization,  I Oversee the entire tech infrastructure, trouble shooting, security infrastructure,  online visibility and website maintenance. ",,,AI can help automate so many processes in my office by reducing paper works and automate our properties. ,WoM
76d19606-a69d-428a-8dbb-62791cee39cc,Database Administrators,Male,Black,86K-165K,35,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Democrat,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,"I am an administrator. I log in details of employee and both the old staff and the existing staff and also their data captured. The family data, the environment where they are living, the past experience and everything needed to be captured.","guiding the staffs on what to do on their database system, and also sending invitations, shortlist meetings with organizations needed.","Yes, on this, I make use of Microsoft Visio and also Microsoft Office, precisely Excel sheet. That's what I make use of, and also Google Sheet.","The only task where I spent much time on was entering the data of employees, both the past employees and the present ones, of which there are over a thousand staffs. And so in this, you enter their details, their name, their serial numbers, and also their NIN and all the other things, vehicle, registration numbers. So everything needed to be captured, including their home address and the office address. It's really take time to handle such a task.",Very simple. It's just for me to set up my AI. This is what I want to do. I'll set the sample and the AI will follow suit to make it more easier for me entering the data while AI will be entering it. It'll just be very easy. Just like a data conversion.,WoM
b6315e70-df1a-464a-b265-a75f20e7b10a,Training and Development Specialists,Female,Black,30-60K,29,"Some College, No Degree",3-5 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,900105,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Monthly,Monthly,Monthly,Monthly,Weekly,,"I work in knosk #100 a day charity secondary school kuje Abuja Nigeria as a teacher in literacy centre, I teach students who where not able to pass the school entrance exams to take them to JS 1 , and the school is mainly for children from low income families, the school give students subsidized and affordable education which other benefits, so literacy centre is mainly for children to did not get up to the cut off marks of the school, instead of them to remain at home for the next 1 year before the can come and write exams again, a class was provided for them to be in school. So I'm a teacher who guides this student mentor and encourage them .",,,"I use AI in my daily lesson as a teacher, firstly I use AI to create my lesson plan and note for a whole session that is a year, AI has always been a supporting tools and guide in my teaching, I can quickly use AI in times of confusion or any misunderstanding in teaching ",WoM
7d5f77d3-ac42-416f-8f2e-adc00d9b5502,Remote Sensing Technicians,Male,Black,60-86K,31,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Daily,Daily,Daily,Daily,Daily,Never,Never,Monthly,"Basically, I obtained data from the feed using GPS and dual frequency GPS and then transfer it to the analysts. I first of all sorted the data and arranged it, data filtering and so on and so forth. I also conduct work using the damping level to check for levels and heights of construction, of that construction.","The tasks I do basically on work, like the GPS, I use it to take coordinates of places that are new, that I want to map out and then work on those coordinates to check the terrain and so on and so forth, I check the level of the site and everything, I check the slope and so on, the same thing I do with the dwarf frequency, but for the dumping level, I use it to read level, check the levels of that construction, that's what I use it to do.","For the GPS, after the usage, after I collect those data, those data have been transferred to Microsoft Excel. After those data are collected, Microsoft Excel, they will do the filtering, sorting of data, arranging, cleaning of data, the one that is not needed and the one that is needed, they will now change it to csv5, from csv5 we now transfer it to ArcGIS where it can be used based on the coordinates that is present, the x, y, then we can use the already available base map to check where we need to work on and where we need to do more work on. 
",The task I spend more time is the Dumbing level.  I use the dumbing level to get reading using in calculating the volumes in cubic of dyke height ,"AI in my day-to-day work is, most times, when I encounter issues of calculating, of trying to use a different method, I go to AI, how can I do this, how can I do this? With the response of AI, I was able to use my own experience with AI information, blend it together and come out with the best practice I need to use, the best method I need to use for that work at the time.",WoM
7660da08-540e-40ed-bf2a-39755e915e7a,Mathematicians,Male,Black,60-86K,31,Master’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Daily,I am a mathematics tutor and data analyst.i do data analysis on the data collected to give insight for decision making in a business,I prepare students for standardized exams through online platforms.and do data analysis as a freelancer ,"I use Microsoft Excel,PowerBI,SQL and Python to analyse data and I use Google meet,Zoom for my online class",I have time schedule for any of my book activities for students.,AI is great to use because it will lead you to know the problem  to solve and how to solve it.It will make your work to be easier to handle,WoM
f8cbff41-dffe-43ce-8f8e-fde2a442c30b,Molecular and Cellular Biologists,Female,Other,30-60K,24,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Never,Monthly,Never,Never,Weekly,Never,Never,"I'm working on mapping the location of transcription factors on the genome, and unraveling their function in gene regulation",I spent half of my working time collecting experimental data and half of the time analyzing them.,99% Python 1% R,"About data processing: Examine if the data set fits is biological label, do quality check of the overall data distribution, filter out high quality data, align the data to previously-defined profiles to see differences, do differential enrichment analysis, link the phenomenon change with biological functions like signal pathways","""Previously-defined profiles"" actually largely differ from one to another because of the original data set, AI will definitely help on generate a more comprehensive profile with multiple datasets, the question is to make sure each of them are high quality data.",WoM
78544771-2e7e-4d8f-8172-e74c61ab6803,Intelligence Analysts,Male,Black,86K-165K,26,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,"As an Intelligence Analyst, my day-to-day work involves gathering, analyzing, and interpreting data from various sources to identify potential threats and provide actionable insights. I typically review reports, surveillance data, and digital communications to detect patterns or anomalies. I also prepare intelligence briefings and reports for decision-makers, ensuring they are well-informed about current and emerging risks. Collaboration with law enforcement, cybersecurity teams, and other analysts is a regular part of my job, as is staying up to date with geopolitical developments and emerging technologies that may impact security.


","In my role as an Intelligence Analyst, I usually start the day by reviewing reports and updates from various sources. A lot of my time goes into collecting and monitoring data, trying to spot any unusual patterns or potential risks. I spend a good part of the day analyzing that information and putting the pieces together to form a bigger picture.

Once I have something meaningful, I work on writing reports or summaries to share with others—whether it's for internal teams or external partners. I also join meetings or discussions with colleagues to go over findings or collaborate on ongoing investigations. Sometimes I also use part of my time to read up on new developments in security, tech, or global affairs to stay sharp and informed.","I use a mix of tools to get my work done, depending on the task. The ones I use most often are:

Excel / Google Sheets – I use these daily for organizing raw data, tracking patterns, and sometimes for basic analysis.

Open-source intelligence (OSINT) tools like Maltego, Shodan, and sometimes Google Dorks – I rely on these a lot for gathering information from public sources.

Threat intelligence platforms (such as Recorded Future or Anomali) – These help me stay updated on potential threats and ongoing incidents.

Report writing tools like Microsoft Word and PowerPoint – I use these regularly to put together findings and create presentations.

Communication tools – Email and secure messaging platforms like Signal or encrypted channels are essential for coordination.

Mapping or link analysis software like i2 Analyst’s Notebook – I use this occasionally when I need to visualize connections between people, events, or data points.

I also keep up with news and online sources to supplement what I get from the tools above.","One of the tasks I spend the most time on is analyzing data to spot patterns or anything unusual. My process usually starts with gathering information from different sources—things like reports, databases, or public data online. I try to organize it all in a way that makes it easier to work with, usually using Excel or Google Sheets.

Once I have everything in place, I go through the data to clean it up—removing duplicates or anything that’s not useful. Then I start looking for connections or trends. If it’s a bit complex, I might use tools like Maltego to help visualize how things are linked.

After I’ve made sense of the information, I usually write a short report or summary, depending on who it’s for. I try to keep it clear and straight to the point, highlighting the most important things they need to know. If needed, I’ll include charts or visuals to make it easier to understand.","I see AI becoming really useful in my daily work, especially for speeding up some of the more repetitive or time-consuming tasks. For example, AI could help with scanning large volumes of data quickly, flagging anything that stands out or looks suspicious. It could also assist with sorting and organizing information more efficiently so I can focus on the deeper analysis part.

I also think AI tools could be useful for summarizing reports, helping with quick drafts, or even generating visuals based on raw data. As long as the final judgment still comes from a human, I think AI could be a strong support tool to make the overall process faster and more accurate.

",WoM
cdc74705-246b-4a8c-a492-53beec7feadd,Writers and Authors,Prefer not to say,Black,86K-165K,48,Master’s Degree,More than 10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,,"As an author and writer, my work involves a mix of creative and practical tasks. On the creative side, I spend a significant amount of time researching, outlining, writing, and revising manuscripts—whether it's fiction, non-fiction, or articles. I also develop character arcs, plot structures, and thematic elements when working on longer-form pieces like novels.

Beyond writing, I also handle tasks like editing, proofreading, and formatting for publication. If I’m working with a publisher, I collaborate with editors and respond to feedback. When self-publishing, I oversee more of the production and marketing process, including cover design, promotion, and audience engagement through social media or newsletters.

Overall, it’s a blend of focused writing, ongoing learning, and connecting with readers or collaborators",,,"I see AI as a supportive tool that can enhance various stages of the writing process. For example, I can use AI to help with brainstorming ideas, generating outlines, or even overcoming writer’s block by suggesting prompts or phrasing. It can also assist with early-stage editing—catching grammar or clarity issues before I do a deeper revision.

AI can speed up research by summarizing sources or helping me explore topics quickly, especially when I’m writing non-fiction. In content marketing or freelance work, it’s useful for drafting newsletters, social media posts, or repurposing content for different platforms.

While I believe the heart of writing—voice, emotion, originality—still comes from the writer, AI can definitely help streamline the more repetitive or time-consuming parts of the workflow, freeing up more time for creativity and refinement.",WoM
cfd98150-ef49-41ca-b15e-04ba3bd1314c,Information Security Analysts,Male,Black,30-60K,32,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,100001,Republican,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Never,,"My day to day work is centered on proactive safeguarding the organization's digital infrastructure. I start each day by reviewing the SIEM dashboards for any suspicious activities or anomalies. I monitor network traffic, endpoints, and server logs to detect potential threats or policy violations. once flagged I would analyze and triage alerts to determine their severity and respond accordingly- whether through containment, eradication, or escalation.

Overall, my role is a blend of Monitoring, response, reporting and continuous improvement - all aimed at ensuring the organization's cyber resilience.",,,"I envision Ai playing a pivotal role in optimizing both technical workflow and strategic decision -making. As a security Analyst, I see Ai being integrated into threat detection and response processes through tools that utilize machine learning to identify anomalies faster and with great accuracy. For instance, AI can help reduce alert fatigue by helping to reduce false positives, allowing analyst to focus on real threats and respond more efficiently. I would also leverage AI to automate repetitive tasks like log analysis, compliance audits and vulnerability scanning, freeing up time for more critical investigative and architectural work.",WoM
c8385be6-8b37-45db-874a-acf2f6adf451,Editors,Female,White,30-60K,47,Bachelor’s Degree,More than 10 years,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,15650,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,"I'm an editor for a group of newspapers, five of them, in southwestern Pennsylvania. I edit copy provided by reporters, freelance contributors, and I also work on two magazines that publish weekly.","I spend the bulk of my day looking for and assigning articles that need to be written by our staff. I also supervise other editors and spend a great deal of my time editing copy, proofreading copy, and asking for revisions as needed.",There aren't a lot of tools that I use for my job. I use the AP Stylebook to ensure our style complies with theirs. I also rely upon my ability to look at and edit copy. I do not use AI.,"When I assign stories, it requires time to look around and see what is important to our local communities. We're a hyper-local newspaper, set of newspapers, and that's our bread and butter. I also spend time editing a lot of copy. We have a staff of 20, including reporters and other editors. I have to ensure that that copy is clean as it goes to print. The other thing that I do is just general supervision, sort of an HR function. That also takes up a great deal of my time.","Candidly, I hope AI never, ever enters my daily workflow. It would be a disservice to our readers if we used it to fact check. I have a great deal of distrust for it. I also feel as though, from a selfish perspective, using AI puts my job in jeopardy.",Prolific
