Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
4067,Film and Video Editors,Develop post-production models for films.,BrownFox,2025-03-31,4.0,2.0,2.0,4.0,5.0,4.0
22819,Radiologic Technologists and Technicians,"Record, process, and maintain patient data or treatment records and prepare reports.",BrownFox,2025-03-31,5.0,1.0,1.0,1.0,1.0,1.0
9710,First-Line Supervisors of Office and Administrative Support Workers,"Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.",BrownFox,2025-03-31,4.0,2.0,2.0,4.0,5.0,3.0
9745,"Eligibility Interviewers, Government Programs",Monitor the payments of benefits throughout the duration of a claim.,BrownFox,2025-03-31,4.0,2.0,2.0,3.0,4.0,3.0
20572,Cytogenetic Technologists,Communicate to responsible parties unacceptable specimens and suggest remediation for future submissions.,BrownFox,2025-03-31,5.0,3.0,3.0,5.0,5.0,3.0
2545,Procurement Clerks,"Maintain knowledge of all organizational and governmental rules affecting purchases, and provide information about these rules to organization staff members and to vendors.",BrownFox,2025-03-31,5.0,1.0,1.0,2.0,2.0,1.0
2535,Procurement Clerks,"Contact suppliers to schedule or expedite deliveries and to resolve shortages, missed or late deliveries, and other problems.",BrownFox,2025-03-31,5.0,2.0,2.0,2.0,2.0,2.0
2524,Payroll and Timekeeping Clerks,Complete time sheets showing employees' arrival and departure times.,BrownFox,2025-03-31,5.0,1.0,1.0,1.0,1.0,1.0
18560,Bill and Account Collectors,Contact insurance companies to check on status of claims payments and write appeal letters for denial on claims.,BrownFox,2025-03-31,5.0,1.0,1.0,1.0,1.0,1.0
8148,Brokerage Clerks,"Prepare forms, such as receipts, withdrawal orders, transmittal papers, or transfer confirmations, based on transaction requests from stockholders.",BrownFox,2025-03-31,3.0,3.0,3.0,5.0,5.0,4.0
11285,Correspondence Clerks,Prepare records for shipment by certified mail.,BrownFox,2025-03-31,5.0,1.0,1.0,1.0,1.0,1.0
23280,"Court, Municipal, and License Clerks","Perform record checks on past or current licensees, as required by investigations.",BrownFox,2025-03-31,5.0,2.0,2.0,3.0,2.0,2.0
23301,"Credit Authorizers, Checkers, and Clerks","Evaluate customers' computerized credit records and payment histories to decide whether to approve new credit, based on predetermined standards.",BrownFox,2025-03-31,4.0,2.0,2.0,4.0,4.0,2.0
2473,Bill and Account Collectors,"Locate and monitor overdue accounts, using computers and a variety of automated systems.",BrownFox,2025-03-31,5.0,1.0,1.0,1.0,1.0,1.0
23197,"Securities, Commodities, and Financial Services Sales Agents",Complete sales order tickets and submit for processing of client-requested transactions.,BrownFox,2025-03-31,5.0,1.0,1.0,1.0,2.0,2.0
2474,Bill and Account Collectors,Record information about financial status of customers and status of collection efforts.,BrownFox,2025-03-31,5.0,2.0,2.0,4.0,5.0,2.0
2522,Payroll and Timekeeping Clerks,Keep informed about changes in tax and deduction laws that apply to the payroll process.,BrownFox,2025-03-31,5.0,2.0,2.0,4.0,4.0,2.0
9725,First-Line Supervisors of Office and Administrative Support Workers,Monitor inventory levels and requisition or purchase supplies as needed.,BrownFox,2025-04-01,5.0,2.0,2.0,2.0,4.0,2.0
9416,Medical Transcriptionists,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records.",BrownFox,2025-04-01,5.0,2.0,2.0,2.0,2.0,2.0
4627,Telemarketers,"Maintain records of contacts, accounts, and orders.",BrownFox,2025-04-01,5.0,1.0,1.0,1.0,1.0,1.0
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,BrownFox,2025-04-01,3.0,3.0,3.0,3.0,5.0,3.0
18561,"Bookkeeping, Accounting, and Auditing Clerks",Prepare and process payroll information.,BrownFox,2025-04-01,5.0,1.0,1.0,1.0,1.0,1.0
2585,Customer Service Representatives,"Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.",BrownFox,2025-04-01,5.0,1.0,1.0,1.0,1.0,1.0
2540,Procurement Clerks,"Calculate costs of orders, and charge or forward invoices to appropriate accounts.",BrownFox,2025-04-01,5.0,1.0,1.0,1.0,1.0,1.0
20786,Procurement Clerks,Approve and pay bills.,BrownFox,2025-04-01,5.0,1.0,1.0,1.0,1.0,1.0
2544,Procurement Clerks,"Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",BrownFox,2025-04-01,4.0,2.0,2.0,3.0,3.0,2.0
8147,Brokerage Clerks,"Schedule and coordinate transfer and delivery of security certificates between companies, departments, and customers.",BrownFox,2025-04-01,3.0,3.0,3.0,3.0,3.0,3.0
4623,Telemarketers,Adjust sales scripts to better target the needs and interests of specific individuals.,BrownFox,2025-04-01,5.0,1.0,1.0,1.0,3.0,1.0
11289,Correspondence Clerks,Process orders for goods requested in correspondence.,BrownFox,2025-04-01,5.0,2.0,2.0,2.0,5.0,2.0
23245,Billing and Posting Clerks,"Review documents, such as purchase orders, sales tickets, charge slips, or hospital records, to compute fees or charges due.",BrownFox,2025-04-01,5.0,1.0,1.0,1.0,1.0,1.0
4089,Radiation Therapists,"Maintain records, reports, or files as required, including such information as radiation dosages, equipment settings, or patients' reactions.",BrownFox,2025-04-01,5.0,2.0,2.0,5.0,5.0,2.0
21181,"Administrative Law Judges, Adjudicators, and Hearing Officers",Schedule hearings.,WhiteHorse,2025-04-06,3.0,2.0,3.0,4.0,3.0,3.0
20499,"Electronics Engineers, Except Computer",Provide technical support or instruction to staff or customers regarding electronics equipment standards.,PurpleBear,2025-04-01,2.0,2.0,3.0,4.0,5.0,3.0
18607,Industrial Engineers,"Estimate production costs, cost saving methods, and the effects of product design changes on expenditures for management review, action, and control.",PurpleBear,2025-04-01,2.0,2.0,4.0,4.0,3.0,3.0
21945,Electrical and Electronics Drafters,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",PurpleBear,2025-04-01,3.0,1.0,4.0,4.0,2.0,3.0
16437,Automotive Engineers,"Design or analyze automobile systems in areas such as aerodynamics, alternate fuels, ergonomics, hybrid power, brakes, transmissions, steering, calibration, safety, or diagnostics.",PurpleBear,2025-04-01,2.0,3.0,5.0,4.0,2.0,4.0
18178,Manufacturing Engineers,Prepare documentation for new manufacturing processes or engineering procedures.,PurpleBear,2025-04-01,2.0,2.0,3.0,4.0,3.0,4.0
20497,"Electronics Engineers, Except Computer",Operate computer-assisted engineering or design software or equipment to perform electronics engineering tasks.,PurpleBear,2025-04-01,2.0,4.0,2.0,4.0,1.0,5.0
20962,Manufacturing Engineers,"Determine root causes of failures or recommend changes in designs, tolerances, or processing methods, using statistical procedures.",PurpleBear,2025-04-01,2.0,2.0,4.0,4.0,3.0,4.0
18174,Manufacturing Engineers,"Estimate costs, production times, or staffing requirements for new designs.",PurpleBear,2025-04-01,2.0,1.0,4.0,4.0,3.0,3.0
21994,Electrical and Electronic Engineering Technologists and Technicians,"Research equipment or component needs, sources, competitive prices, delivery times, or ongoing operational costs.",PurpleBear,2025-04-01,4.0,1.0,3.0,3.0,2.0,2.0
16467,Mechatronics Engineers,"Create mechanical design documents for parts, assemblies, or finished products.",PurpleBear,2025-04-01,3.0,2.0,2.0,4.0,3.0,2.0
22005,Electro-Mechanical and Mechatronics Technologists and Technicians,"Analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",PurpleBear,2025-04-01,2.0,2.0,3.0,4.0,3.0,3.0
16430,Automotive Engineers,Develop or integrate control feature requirements.,PurpleBear,2025-04-01,2.0,2.0,5.0,4.0,3.0,5.0
16323,Transportation Engineers,"Design or prepare plans for new transportation systems or parts of systems, such as airports, commuter trains, highways, streets, bridges, drainage structures, or roadway lighting.",PurpleBear,2025-04-01,2.0,4.0,5.0,5.0,4.0,5.0
1399,Industrial Engineers,"Review production schedules, engineering specifications, orders, and related information to obtain knowledge of manufacturing methods, procedures, and activities.",PurpleBear,2025-04-01,4.0,1.0,2.0,3.0,2.0,2.0
21926,Architectural and Civil Drafters,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",PurpleBear,2025-04-02,2.0,1.0,4.0,4.0,3.0,4.0
21964,Electrical and Electronics Drafters,"Determine the order of work and the method of presentation, such as orthographic or isometric drawing.",PurpleBear,2025-04-02,3.0,1.0,2.0,4.0,1.0,2.0
1420,Mechanical Engineers,"Conduct research that tests or analyzes the feasibility, design, operation, or performance of equipment, components, or systems.",PurpleBear,2025-04-02,2.0,3.0,3.0,4.0,2.0,5.0
22016,Electro-Mechanical and Mechatronics Technologists and Technicians,"Produce electrical, electronic, or mechanical drawings or other related documents or graphics necessary for electromechanical design, using computer-aided design (CAD) software.",PurpleBear,2025-04-02,2.0,1.0,2.0,4.0,2.0,2.0
7396,Computer Hardware Engineers,"Build, test, and modify product prototypes, using working models or theoretical models constructed with computer simulation.",PurpleBear,2025-04-02,2.0,5.0,2.0,3.0,3.0,5.0
18133,Validation Engineers,"Create, populate, or maintain databases for tracking validation activities, test results, or validated systems.",PurpleBear,2025-04-02,3.0,1.0,3.0,3.0,2.0,2.0
16540,Nanosystems Engineers,"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",PurpleBear,2025-04-02,3.0,1.0,3.0,5.0,4.0,2.0
7401,Computer Hardware Engineers,"Store, retrieve, and manipulate data for analysis of system capabilities and requirements.",PurpleBear,2025-04-02,2.0,1.0,2.0,3.0,2.0,2.0
1451,Mechanical Drafters,Position instructions and comments onto drawings.,PurpleBear,2025-04-02,4.0,1.0,2.0,2.0,2.0,1.0
19648,"Energy Engineers, Except Wind and Solar",Write or install energy management routines for building automation systems.,PurpleBear,2025-04-02,2.0,4.0,1.0,3.0,4.0,2.0
19631,Mechanical Engineers,Recommend the use of utility or energy services that minimize carbon footprints.,PurpleBear,2025-04-02,3.0,1.0,3.0,3.0,3.0,3.0
22007,Electro-Mechanical and Mechatronics Technologists and Technicians,Conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.,PurpleBear,2025-04-02,3.0,1.0,3.0,3.0,2.0,3.0
22076,Mechanical Engineering Technologists and Technicians,Conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.,PurpleBear,2025-04-02,3.0,1.0,3.0,3.0,2.0,3.0
16512,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",PurpleBear,2025-04-02,3.0,1.0,3.0,4.0,2.0,4.0
18128,Validation Engineers,"Design validation study features, such as sampling, testing, or analytical methodologies.",PurpleBear,2025-04-02,3.0,1.0,3.0,3.0,2.0,3.0
16502,Microsystems Engineers,"Develop formal documentation for microelectromechanical systems (MEMS) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",PurpleBear,2025-04-02,3.0,1.0,2.0,4.0,2.0,3.0
1459,Mechanical Drafters,"Lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems.",PurpleBear,2025-04-02,4.0,1.0,2.0,2.0,2.0,2.0
18170,Manufacturing Engineers,"Communicate manufacturing capabilities, production schedules, or other information to facilitate production processes.",PurpleBear,2025-04-02,3.0,1.0,2.0,3.0,5.0,2.0
16523,Robotics Engineers,Conduct research on robotic technology to create new robotic systems or system capabilities.,PurpleBear,2025-04-02,4.0,1.0,2.0,4.0,2.0,2.0
22084,Mechanical Engineering Technologists and Technicians,"Prepare layouts of machinery, tools, plants, or equipment.",PurpleBear,2025-04-02,4.0,1.0,2.0,2.0,2.0,2.0
21917,Architectural and Civil Drafters,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",PurpleBear,2025-04-02,4.0,2.0,2.0,2.0,2.0,2.0
16564,Solar Energy Systems Engineers,Review specifications and recommend engineering or manufacturing changes to achieve solar design objectives.,PurpleBear,2025-04-02,2.0,2.0,2.0,3.0,3.0,3.0
21920,Architectural and Civil Drafters,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",PurpleBear,2025-04-02,3.0,1.0,5.0,4.0,3.0,3.0
1463,Civil Engineering Technologists and Technicians,"Analyze proposed site factors and design maps, graphs, tracings, and diagrams to illustrate findings.",PurpleBear,2025-04-02,2.0,4.0,3.0,3.0,3.0,4.0
21955,Electrical and Electronics Drafters,Draw master sketches to scale showing relation of proposed installations to existing facilities and exact specifications and dimensions.,PurpleBear,2025-04-02,4.0,1.0,3.0,3.0,3.0,2.0
20858,"Energy Engineers, Except Wind and Solar",Verify energy bills and meter readings.,PurpleBear,2025-04-02,3.0,3.0,2.0,2.0,2.0,3.0
16505,Microsystems Engineers,"Conduct analyses addressing issues such as failure, reliability, or yield improvement.",PurpleBear,2025-04-02,2.0,3.0,3.0,4.0,3.0,3.0
16411,Fuel Cell Engineers,Identify or define vehicle and system integration challenges for fuel cell vehicles.,PurpleBear,2025-04-02,3.0,2.0,3.0,4.0,2.0,3.0
5348,"Electronics Engineers, Except Computer","Prepare documentation containing information such as confidential descriptions or specifications of proprietary hardware or software, product development or introduction schedules, product costs, or information about product performance weaknesses.",PurpleBear,2025-04-02,4.0,1.0,3.0,3.0,3.0,2.0
16434,Automotive Engineers,"Calibrate vehicle systems, including control algorithms or other software systems.",PurpleBear,2025-04-02,2.0,4.0,5.0,4.0,3.0,5.0
19664,Photonics Engineers,"Design photonics products, such as light sources, displays, or photovoltaics, to achieve increased energy efficiency.",PurpleBear,2025-04-02,2.0,2.0,3.0,4.0,3.0,4.0
3590,Petroleum Engineers,Assign work to staff to obtain maximum utilization of personnel.,PurpleBear,2025-04-02,2.0,1.0,3.0,3.0,5.0,3.0
16399,Fuel Cell Engineers,"Read current literature, attend meetings or conferences, or talk with colleagues to stay abreast of new technology or competitive products.",PurpleBear,2025-04-02,4.0,1.0,2.0,4.0,2.0,2.0
21939,Architectural and Civil Drafters,"Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.",PurpleBear,2025-04-02,4.0,1.0,5.0,4.0,2.0,2.0
16572,Solar Energy Systems Engineers,"Create electrical single-line diagrams, panel schedules, or connection diagrams for solar electric systems, using computer-aided design (CAD) software.",PurpleBear,2025-04-02,4.0,1.0,3.0,3.0,1.0,2.0
20963,Manufacturing Engineers,Design tests of finished products or process capabilities to establish standards or validate process requirements.,PurpleBear,2025-04-02,2.0,3.0,3.0,3.0,2.0,4.0
1453,Mechanical Drafters,"Design scale or full-size blueprints of specialty items, such as furniture and automobile body or chassis components.",PurpleBear,2025-04-02,4.0,1.0,2.0,2.0,3.0,2.0
21992,Electrical and Electronic Engineering Technologists and Technicians,Procure parts and maintain inventory and related documentation.,PurpleBear,2025-04-02,3.0,5.0,1.0,1.0,5.0,5.0
1461,Civil Engineering Technologists and Technicians,"Calculate dimensions, square footage, profile and component specifications, and material quantities, using calculator or computer.",PurpleBear,2025-04-02,5.0,1.0,3.0,3.0,1.0,1.0
1346,Aerospace Engineers,Maintain records of performance reports for future reference.,PurpleBear,2025-04-02,4.0,2.0,3.0,2.0,2.0,2.0
1340,Aerospace Engineers,"Write technical reports or other documentation, such as handbooks or bulletins, for use by engineering staff, management, or customers.",PurpleBear,2025-04-02,4.0,1.0,3.0,4.0,2.0,3.0
21929,Architectural and Civil Drafters,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",PurpleBear,2025-04-02,4.0,1.0,2.0,2.0,3.0,2.0
9753,Reservation and Transportation Ticket Agents and Travel Clerks,"Assemble and issue required documentation, such as tickets, travel insurance policies, or itineraries.",PinkElephant,2025-04-03,2.0,4.0,4.0,3.0,2.0,4.0
19947,Fuel Cell Engineers,"Coordinate fuel cell engineering or test schedules with departments outside engineering, such as manufacturing.",PurpleBear,2025-04-04,2.0,2.0,3.0,2.0,5.0,4.0
16435,Automotive Engineers,Build models for algorithm or control feature verification testing.,PurpleBear,2025-04-04,3.0,2.0,4.0,4.0,3.0,2.0
21936,Architectural and Civil Drafters,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.,PurpleBear,2025-04-04,5.0,1.0,2.0,2.0,1.0,1.0
21991,Electrical and Electronic Engineering Technologists and Technicians,"Integrate software or hardware components, using computer, microprocessor, or control architecture.",PurpleBear,2025-04-04,2.0,3.0,2.0,3.0,1.0,4.0
21924,Architectural and Civil Drafters,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.",PurpleBear,2025-04-04,4.0,1.0,2.0,3.0,2.0,3.0
21919,Architectural and Civil Drafters,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",PurpleBear,2025-04-04,3.0,1.0,2.0,3.0,4.0,4.0
16311,Transportation Engineers,Plan alteration or modification of existing transportation structures to improve safety or function.,PurpleBear,2025-04-04,3.0,2.0,4.0,4.0,4.0,4.0
3591,Petroleum Engineers,Interpret drilling and testing information for personnel.,PurpleBear,2025-04-04,3.0,1.0,5.0,3.0,4.0,4.0
21983,Electrical and Electronic Engineering Technologists and Technicians,"Review existing electrical engineering criteria to identify necessary revisions, deletions, or amendments to outdated material.",PurpleBear,2025-04-04,4.0,1.0,3.0,4.0,1.0,2.0
18205,Photonics Engineers,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field.",PurpleBear,2025-04-04,4.0,2.0,2.0,3.0,5.0,2.0
21984,Electrical and Electronic Engineering Technologists and Technicians,Maintain system logs or manuals to document testing or operation of equipment.,PurpleBear,2025-04-04,4.0,2.0,2.0,2.0,2.0,2.0
16473,Mechatronics Engineers,"Design, develop, or implement control circuits or algorithms for electromechanical or pneumatic devices or systems.",PurpleBear,2025-04-04,3.0,3.0,3.0,4.0,2.0,4.0
22085,Mechanical Engineering Technologists and Technicians,"Prepare specifications, designs, or sketches for machines, components, or systems related to the generation, transmission, or use of mechanical or fluid energy.",PurpleBear,2025-04-04,3.0,3.0,2.0,3.0,2.0,2.0
16309,Transportation Engineers,"Prepare project budgets, schedules, or specifications for labor or materials.",PurpleBear,2025-04-04,3.0,1.0,3.0,3.0,5.0,4.0
3585,Petroleum Engineers,"Develop plans for oil and gas field drilling, and for product recovery and treatment.",PurpleBear,2025-04-04,3.0,3.0,4.0,4.0,2.0,4.0
22086,Mechanical Engineering Technologists and Technicians,"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",PurpleBear,2025-04-04,3.0,2.0,3.0,3.0,5.0,4.0
20494,"Electronics Engineers, Except Computer","Evaluate project work to ensure effectiveness, technical adequacy, or compatibility in the resolution of complex electronics engineering problems.",PurpleBear,2025-04-04,2.0,4.0,3.0,4.0,5.0,5.0
16367,Radio Frequency Identification Device Specialists,Define and compare possible radio frequency identification device (RFID) solutions to inform selection for specific projects.,PurpleBear,2025-04-04,3.0,2.0,3.0,3.0,3.0,4.0
18157,"Energy Engineers, Except Wind and Solar",Promote awareness or use of alternative or renewable energy sources.,PurpleBear,2025-04-04,4.0,2.0,2.0,3.0,5.0,3.0
21989,Electrical and Electronic Engineering Technologists and Technicians,"Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",PurpleBear,2025-04-04,3.0,2.0,2.0,3.0,3.0,2.0
20725,Aerospace Engineers,"Evaluate product data or design from inspections or reports for conformance to engineering principles, customer requirements, environmental regulations, or quality standards.",PurpleBear,2025-04-04,4.0,1.0,4.0,4.0,1.0,3.0
18146,Validation Engineers,"Prepare, maintain, or review validation and compliance documentation, such as engineering change notices, schematics, or protocols.",PurpleBear,2025-04-04,4.0,1.0,3.0,3.0,2.0,2.0
21928,Architectural and Civil Drafters,Check dimensions of materials to be used and assign numbers to lists of materials.,PurpleBear,2025-04-04,5.0,1.0,1.0,2.0,1.0,1.0
1394,Industrial Engineers,Plan and establish sequence of operations to fabricate and assemble parts or products and to promote efficient utilization.,PurpleBear,2025-04-04,3.0,2.0,3.0,3.0,3.0,3.0
3647,Environmental Engineering Technologists and Technicians,"Obtain product information, identify vendors or suppliers, or order materials or equipment to maintain inventory.",PurpleBear,2025-04-04,3.0,2.0,3.0,3.0,3.0,3.0
1465,Civil Engineering Technologists and Technicians,Prepare reports and document project activities and data.,PurpleBear,2025-04-04,3.0,2.0,3.0,3.0,3.0,3.0
1351,Electrical Engineers,"Perform detailed calculations to compute and establish manufacturing, construction, or installation standards or specifications.",PurpleBear,2025-04-04,4.0,1.0,4.0,3.0,2.0,2.0
21921,Architectural and Civil Drafters,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",PurpleBear,2025-04-04,4.0,1.0,1.0,3.0,3.0,2.0
20492,Civil Engineers,"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.",PurpleBear,2025-04-04,3.0,1.0,3.0,3.0,1.0,3.0
21954,Electrical and Electronics Drafters,"Design electrical systems, such as lighting systems.",PurpleBear,2025-04-04,3.0,3.0,2.0,2.0,3.0,2.0
16569,Solar Energy Systems Engineers,Perform computer simulation of solar photovoltaic (PV) generation system performance or energy production to optimize efficiency.,PurpleBear,2025-04-04,5.0,1.0,2.0,2.0,1.0,1.0
16429,Automotive Engineers,"Perform failure, variation, or root cause analyses.",PurpleBear,2025-04-04,3.0,5.0,5.0,4.0,4.0,4.0
16525,Robotics Engineers,"Conduct research into the feasibility, design, operation, or performance of robotic mechanisms, components, or systems, such as planetary rovers, multiple mobile robots, reconfigurable robots, or man-machine interactions.",PurpleBear,2025-04-04,2.0,4.0,3.0,4.0,3.0,4.0
14677,Computer Systems Engineers/Architects,"Investigate system component suitability for specified purposes, and make recommendations regarding component use.",YellowZebra,2025-04-05,3.0,1.0,2.0,4.0,2.0,2.0
21730,Geographic Information Systems Technologists and Technicians,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications.",YellowZebra,2025-04-05,2.0,3.0,3.0,4.0,3.0,3.0
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,YellowZebra,2025-04-05,3.0,1.0,2.0,4.0,2.0,2.0
19012,Computer Network Support Specialists,Run monthly network reports.,YellowZebra,2025-04-05,4.0,2.0,2.0,4.0,2.0,2.0
21049,Computer Programmers,Develop Web sites.,YellowZebra,2025-04-05,4.0,1.0,2.0,3.0,2.0,2.0
20366,Telecommunications Engineering Specialists,"Instruct in use of voice, video, and data communications systems.",YellowZebra,2025-04-05,3.0,2.0,2.0,3.0,4.0,2.0
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,YellowZebra,2025-04-05,2.0,1.0,3.0,4.0,4.0,4.0
21575,Appraisers and Assessors of Real Estate,Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.,YellowZebra,2025-04-05,2.0,4.0,3.0,3.0,4.0,4.0
5317,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",YellowZebra,2025-04-05,4.0,1.0,3.0,4.0,1.0,2.0
1305,Database Administrators,Specify users and user access levels for each segment of database.,YellowZebra,2025-04-05,4.0,1.0,2.0,3.0,2.0,2.0
3414,Loan Officers,Compute payment schedules.,YellowZebra,2025-04-05,2.0,1.0,4.0,4.0,4.0,4.0
14654,Software Quality Assurance Analysts and Testers,Monitor program performance to ensure efficient and problem-free operations.,YellowZebra,2025-04-05,4.0,1.0,2.0,2.0,1.0,2.0
16222,Document Management Specialists,"Retrieve electronic assets from repository for distribution to users, collecting and returning to repository, if necessary.",YellowZebra,2025-04-05,4.0,1.0,2.0,2.0,2.0,2.0
16235,Document Management Specialists,"Analyze, interpret, or disseminate system performance data.",YellowZebra,2025-04-05,4.0,1.0,2.0,2.0,1.0,2.0
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",YellowZebra,2025-04-05,4.0,1.0,2.0,2.0,1.0,2.0
5302,"Tax Examiners and Collectors, and Revenue Agents","Check tax forms to verify that names and taxpayer identification numbers are correct, that computations have been performed correctly, or that amounts match those on supporting documentation.",YellowZebra,2025-04-05,4.0,1.0,2.0,2.0,1.0,2.0
7371,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,YellowZebra,2025-04-05,2.0,1.0,1.0,4.0,1.0,4.0
16208,Video Game Designers,"Devise missions, challenges, or puzzles to be encountered in game play.",YellowZebra,2025-04-05,3.0,1.0,1.0,3.0,2.0,3.0
21731,Geographic Information Systems Technologists and Technicians,"Create, analyze, report, convert, or transfer data, using specialized applications program software.",YellowZebra,2025-04-05,4.0,1.0,2.0,2.0,1.0,2.0
19004,Computer Network Support Specialists,Back up network data.,GreenElephant,2025-04-06,4.0,2.0,2.0,2.0,2.0,2.0
21717,Geographic Information Systems Technologists and Technicians,Maintain or modify existing Geographic Information Systems (GIS) databases.,YellowZebra,2025-04-05,3.0,1.0,2.0,2.0,1.0,2.0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",YellowZebra,2025-04-05,3.0,1.0,2.0,4.0,2.0,2.0
15988,Financial Quantitative Analysts,Produce written summary reports of financial research results.,YellowZebra,2025-04-05,4.0,1.0,2.0,3.0,1.0,1.0
7320,Financial Examiners,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities.",YellowZebra,2025-04-05,4.0,1.0,2.0,3.0,1.0,1.0
14743,Web Administrators,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",YellowZebra,2025-04-05,5.0,1.0,1.0,1.0,1.0,1.0
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,YellowZebra,2025-04-05,5.0,1.0,1.0,3.0,2.0,1.0
7319,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",YellowZebra,2025-04-05,2.0,1.0,3.0,4.0,2.0,3.0
5290,"Tax Examiners and Collectors, and Revenue Agents","Maintain records for each case, including contacts, telephone numbers, and actions taken.",YellowZebra,2025-04-05,5.0,1.0,1.0,1.0,1.0,1.0
12913,Personal Financial Advisors,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",YellowZebra,2025-04-05,2.0,1.0,2.0,3.0,3.0,3.0
3405,Budget Analysts,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,YellowZebra,2025-04-05,2.0,1.0,2.0,3.0,2.0,3.0
21572,Appraisers and Assessors of Real Estate,"Estimate building replacement costs, using building valuation manuals and professional cost estimators.",YellowZebra,2025-04-05,2.0,2.0,2.0,4.0,2.0,4.0
1322,Network and Computer Systems Administrators,"Design, configure, and test computer hardware, networking software and operating system software.",YellowZebra,2025-04-05,4.0,1.0,1.0,4.0,1.0,2.0
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",YellowZebra,2025-04-05,5.0,1.0,1.0,4.0,1.0,1.0
14661,Software Quality Assurance Analysts and Testers,"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",YellowZebra,2025-04-05,5.0,1.0,1.0,3.0,1.0,1.0
1320,Network and Computer Systems Administrators,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,YellowZebra,2025-04-05,5.0,1.0,1.0,2.0,1.0,1.0
3409,Loan Officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",YellowZebra,2025-04-05,3.0,1.0,4.0,4.0,2.0,3.0
1254,Credit Analysts,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",YellowZebra,2025-04-05,5.0,1.0,1.0,2.0,1.0,1.0
